userName,score,at,content,sentimen
Dewi Kartini,5,2024-01-26 10:59:19,"bagus, lancar",POSITIVE
simpati koe,5,2024-01-26 10:57:39,ok,NEGATIVE
Aku anak Free Fire,5,2024-01-26 10:56:44,Apk ya bagus banget proses ya cepet,POSITIVE
Yohanes Gual,5,2024-01-26 10:54:17,sangat merekomendasikan 👍🏼,POSITIVE
Arumi Kousei,1,2024-01-26 10:51:43,"Gak bisa login, habis memasukan no handphone dan pin, keterangannya akan ada notifikasi verifikasi, tp gak muncul muncul, gimana sih, kecewa",NEGATIVE
Fatma wati,5,2024-01-26 10:49:58,Kenapa download tertunda terus,NEGATIVE
Ahmad Muladi,5,2024-01-26 10:49:09,Alhamdulillah,POSITIVE
Mahesa Agung,1,2024-01-26 10:48:24,"Sangat buruk jaringannya,sering kalau pas udah mau transaksi dibilang nya gada jaringan,sampe udah rubah ke wifi pun bermasalah juga,scan wajah buat login juga bermasalah,emang taik",NEGATIVE
Yanto Pratamaa,5,2024-01-26 10:44:40,Bagusss Simplee,POSITIVE
Aldi Solihudinpee,1,2024-01-26 10:44:05,Min tolong dong solusinya akun dan saldo saya hilang. Sebelumnya saya mendapatkan telp katanya dari cs dana. Tolong di jawab DM instagram saya,NEUTRAL
Danang nurakhmat,5,2024-01-26 10:44:00,semoga ufah bisa buat transaksi,NEUTRAL
Juan Budiman,5,2024-01-26 10:43:37,oke,POSITIVE
Regita Dinda Prahmawati,1,2024-01-26 10:43:19,"Laporannya lama, kenapa tidak segera ditangani mohon tanggungjawab nya",NEGATIVE
ki ahmad Sumarni,5,2024-01-26 10:42:18,jos,NEGATIVE
Aufal Marom,5,2024-01-26 10:42:12,Akhirnya saya gak jadi beban keluarga lagi 😊🤭,NEGATIVE
Dadang Asmawi,4,2024-01-26 10:42:09,gak bisa premium punya ku dana nya,NEUTRAL
CHANEL THE FIGHTER 86,1,2024-01-26 10:41:29,"Kecewa sama dana cashback nya gua kira bisa di claim buat semua pengguna, malah suruh rebutan kocak nggk di jelasin peraturan nya dari awal bikin event PALSU",NEGATIVE
yopik cahya,1,2024-01-26 10:41:12,hati2 jangan pake dana ..saya tidak bisa masuk,NEGATIVE
Wahyu Syahputra,5,2024-01-26 10:40:57,saya sngat puas,POSITIVE
Rena Wati,5,2024-01-26 10:40:36,sangat membantu melakukan transaksi kemanapun,POSITIVE
ilah sape,5,2024-01-26 10:36:22,lancarrr,POSITIVE
Anggun Annajmi,2,2024-01-26 10:35:20,Kok makin lama makin mengecewakan ya.. Setelah di update malah ada ada saja Transaksi ribet gak bisa bagi dan sebar dana kaget,NEGATIVE
Yuk Febri,5,2024-01-26 10:34:41,Baik,POSITIVE
Biru Muda,1,2024-01-26 10:34:15,"ini apk makin lama makin rusak dah, akun premium di cabut, verifikasi email gagal, tiap hari nyobain bolak balik tetep aja gagal, pake bantuan di app dana tetep aja gabisa. aneh",NEGATIVE
Fahriyani Fahriyani,3,2024-01-26 10:33:34,👍,POSITIVE
Budi Uzaman,1,2024-01-26 10:33:22,Kerenn,POSITIVE
Eko Eko,5,2024-01-26 10:33:19,mantep,POSITIVE
Oky Aditiyahidayat,5,2024-01-26 10:32:39,bgus,NEGATIVE
Maruf Aja,1,2024-01-26 10:32:10,Sekarang dana kaya taii.. ga sah di download.. akun w jadi di persulit.. sedangkan Gmail harus yg dlu di pake.. vrekuensi ga jelas.. bubar dari aplikasi dana,NEGATIVE
ADVERTISER IOS,5,2024-01-26 10:31:21,baguss,POSITIVE
Farah Frh,5,2024-01-26 10:29:53,sangat membantu untuk aktifitas saya,POSITIVE
Andy Laorenzha,1,2024-01-26 10:27:09,Buruk pihak dana mafi semuaaa masa uang saya hilang jutaan responya kaya bjingan semua ...,NEUTRAL
Sofan Sofan,5,2024-01-26 10:27:02,ok,NEGATIVE
Iffan Jcvox,5,2024-01-26 10:27:00,terbaik,POSITIVE
Andre Andre,1,2024-01-26 10:26:32,aplikasi yang sangat tidak membantu .. dan tidak rekomendet .. karena dengan gampang di bobol orang lain(penipu) . dan saya sendiri yang merasakan hal itu ketika mencoba menghubungi pihak dana . sampai detik ini belum di proses dan tidak ada kejelas sama sekali👎 sekian dan terima kasih.,NEGATIVE
Isol Aja,5,2024-01-26 10:24:22,bagus sekali terbantu banyak dengan aplikasi ini..maju terus untuk pengembang,POSITIVE
Firmansyah achjab,1,2024-01-26 10:24:04,"2 update terakhir bikin apps keuangan ini jadi sampah, berat, dan sulit ketika melakukan transfer. Develepornya engga mikir",NEGATIVE
Maun 0233,1,2024-01-26 10:23:41,Ko sekarang aplikasi dana gak bisa masuk,NEUTRAL
m.r. amin,1,2024-01-26 10:23:36,"Saldo dana bisnis tidak bisa di tarik, ditanya lewat live chat gak di jawab, sudah 30jam saldo msih di proses saja, gak jelas",NEGATIVE
agus soesanto,5,2024-01-26 10:23:11,siip cepat masuknyaa,POSITIVE
Sutrisno,5,2024-01-26 10:23:04,saya sangat senang bisa mendapat kan aplikasi dana ini sangat membantu saya.,POSITIVE
Sahid Cancer,1,2024-01-26 10:23:01,Mengecewakan,NEGATIVE
Muhammad Amrizal,5,2024-01-26 10:22:55,sangat baik suka sekali menggunakan apk dana semua transaksi jadi lebih mudah,POSITIVE
Wulan Dari,1,2024-01-26 10:21:12,"gabisa masuk, malah di suruh update lagi, terus udah empat kali di update masi tetep gabisa",NEGATIVE
askia ramadhani,1,2024-01-26 10:19:56,mantap,POSITIVE
Andika Pratama,3,2024-01-26 10:19:12,"Aplikasi monopoli.tambah ribet, Gak bisa diakses dengan cepat, pengaturan verifikasi ulang gak ada,aplikasi mempersulit pengguna.",NEGATIVE
Retno Wati,1,2024-01-26 10:19:08,tidak bisa log in dan tiba tiba harus verifikasi aktivitas dan tiba tiba verifikasi nya itu ada di hp orang lain,NEUTRAL
Feri Irawan,5,2024-01-26 10:16:23,"pake app ini mudah,proses nya cepat,baik, tingkatkan lagi kualitas nya.",POSITIVE
Erharst Fachruzi,4,2024-01-26 10:14:47,mantap,POSITIVE
Dicky Imannurdin,5,2024-01-26 10:14:23,Gratis transfer mhon di tambah,NEUTRAL
Alvin Baran,5,2024-01-26 10:14:04,Aku ingt bngt make dana lgi tpi knp y pas aku mau bikin akun nya ngga bisa masuk,NEUTRAL
Faizal Lombok,5,2024-01-26 10:11:56,cukup membantu,POSITIVE
Gratis,5,2024-01-26 10:11:53,Dana kaget,NEGATIVE
Salmadi Manik,1,2024-01-26 10:11:53,"Mau upgrate ke premium aja blom bisa bisa ,padahal udah lebih dari satu Minggu,kalo tau begini mending saya ambil aplikasi lain aja susah kali mau melakukan transaksi,tolong lah kebijakan nya sedikit",NEGATIVE
Akun Mobile legend,1,2024-01-26 10:10:20,makin kesini dana jadi susah buat masuk harus minta verifikasi lewat hp sdngkn masuk dana nya aj tidak bisa,NEGATIVE
Hanan Alkahfi,5,2024-01-26 10:05:25,Mohon apk dana in bisa di buka,NEUTRAL
Seli Neyan,1,2024-01-26 10:04:51,Ini knpa gbsa msuk tolong saya prlu dana nyaa,NEUTRAL
VELPAN gaming,2,2024-01-26 10:01:45,Dana plis lah tolong masa saya sudah bayar isi Saldonya tpi pas mau digunain ga bisa katanya sistem sedang Sibuk 😭😭😭😭😭,NEUTRAL
Rika dwi Indah Kristina,5,2024-01-26 10:00:17,semoga apk ini aman dan mudah digunakan.,POSITIVE
Farhan Dwiq,1,2024-01-26 09:58:40,gabisa kirim uang,NEUTRAL
All TRX NO REFF,5,2024-01-26 09:58:29,Ok,POSITIVE
Wiranto Wiranto,5,2024-01-26 09:57:55,Keren,POSITIVE
Nur Salim,1,2024-01-26 09:57:37,Aplikasi kyo celek,NEGATIVE
Lutfi mayfi,5,2024-01-26 09:56:46,Sangat bagus,POSITIVE
Roheny,5,2024-01-26 09:56:38,tapi kenalpa saya kalo mau tarik dana tidak bisa,NEGATIVE
Syalahuddin Udin,5,2024-01-26 09:55:37,Sangat bagus,POSITIVE
Sur Yati,5,2024-01-26 09:55:17,Benar benar aplikasi yg bermanfaat,POSITIVE
Fanni Patty,1,2024-01-26 09:54:24,Login tidak bisa padahal biasa mauk dengan vermuk,NEGATIVE
Kamado Tanjiro,1,2024-01-26 09:53:28,"Loba teuing ngawaduk ah, katipu voucher ml 300 perak, padahalmah lumayan keur meuli permen hijieun😭",NEGATIVE
Haikal Fais,5,2024-01-26 09:53:00,ok,NEGATIVE
Aisyah Anindyadinara,5,2024-01-26 09:52:39,sangat membantu,POSITIVE
Baday Saputra,1,2024-01-26 09:52:38,"Gimana si koneksi terputus terus, padahal buat ig yt tt dll lancar bngt, makin gajelas.",NEGATIVE
Zafran Hadi,1,2024-01-26 09:50:52,Apa maksudnya nggak bia ngasih kode,NEUTRAL
wahyu radytha,1,2024-01-26 09:50:23,Emg aplikasi taiii..makin lama bukannya makin bagus..malah makin cacat ..aplikasi sampahh,NEGATIVE
Harry Fuzaki,5,2024-01-26 09:49:49,aplikasi bermanfaat,POSITIVE
Andri,1,2024-01-26 09:49:31,Aplikasi banyak gangguan nyah,NEGATIVE
Wulan Purnama dewi,4,2024-01-26 09:49:16,"Mohon bantuannya ,saya tidak bisa login dana",NEUTRAL
Joko Prasetio,5,2024-01-26 09:49:05,oke,POSITIVE
Benny Ben's,4,2024-01-26 09:47:15,Mantap 👍,POSITIVE
Huda Woy,5,2024-01-26 09:45:26,Baik,POSITIVE
Ahmad Ddadang,1,2024-01-26 09:44:29,Jelek banyak gangguan nya notif ga ada padahal udah masuk !,NEGATIVE
Aisyah Putri,5,2024-01-26 09:43:06,Enak banget pakai aplikasi dana n cepat,POSITIVE
Ferry Mukti,1,2024-01-26 09:42:56,Uang nyangkut dan tidak bisa login,NEGATIVE
Usep Alfat,5,2024-01-26 09:42:50,"praktis nggak ribet,, good",POSITIVE
Wulan tri ananda,1,2024-01-26 09:41:28,saya blm sempet verifikasi. g sengaja apknya keapus. trs pas mau login lg harus verifikasi. ini no call center dana ada g si ?. tolong cepet bales ya admin 🙏🏽🙏🏽,NEGATIVE
Raden 22,1,2024-01-26 09:41:04,"Apk gajelas, gw top up belum masuk masuk. Mau log in ngga bisa bisa bilangnya koneksi buruk padahal buat apk lain Aman aman aja. Mau maling klean?? Bangke",NEGATIVE
Aulya Yusuf,1,2024-01-26 09:40:56,"Sering banyak masalah ketika diperlukan, error, lemot dll. Aplikasi sampah.",NEGATIVE
Renna pipit Maudena,5,2024-01-26 09:40:18,Sangat membantu dalam bidang apapun,POSITIVE
Syam Marga,5,2024-01-26 09:39:10,Knpa dana saya bisa di bobol..dan ada pembayaran yg blom pernah saya pake dana cicil nya ya..,NEGATIVE
epet sadewa56,1,2024-01-26 09:38:59,sangat buruk,NEGATIVE
Farid Maulana,1,2024-01-26 09:38:42,"Tidak bisa upgrade dana premium,maaf langsung uninstal✌",NEUTRAL
Sakti Wibowo,4,2024-01-26 09:37:57,kenapa saya tidak bisa ngirim kemanapun selalu internet terputus padahal buka aplikasi yang lain lancar internet normal tapi ketika masuk ke dana ketika mau ngirim susah selalu internet terputus tolong bantu,NEGATIVE
Hari Sandy Budiarto,1,2024-01-26 09:37:53,entah aplikasi apa yg ambil saldo sesukanya...,NEUTRAL
Alam Syah,5,2024-01-26 09:36:09,bagus,POSITIVE
Nugroho Herpuntadi,4,2024-01-26 09:35:54,Ini kenapa dana kok susah masuk setelah di update,NEGATIVE
Imas Marwati,1,2024-01-26 09:34:54,Kecewa di transfer uang tapi ga masuk samsek,NEGATIVE
Hendra Setiawan,5,2024-01-26 09:34:40,Terbaik.. fast & free,POSITIVE
Toni Maryanto,1,2024-01-26 09:32:56,Kq saya nggak bisa transfer saya hapus aplikasi malah nggak bisa masuk lagi ke aplikasi masih ada saldonya lho dana saya,NEGATIVE
Rini Puspita,5,2024-01-26 09:32:27,sangat membantu dan mudah utk tf atwpun membeli sesuatu,POSITIVE
Arens Jerikov,5,2024-01-26 09:32:07,cakeeep,POSITIVE
SAGALARUPA chanel,1,2024-01-26 09:30:57,Dana jadi kaga jelas,POSITIVE
Di'Sant Profil,1,2024-01-26 09:30:49,"Kenapa tidak bisa log in padahal jaringan internet stabil,, mohon bantuannya",NEGATIVE
GM Fixy,1,2024-01-26 09:30:17,Dana sudah kacau..sudah banyak maling berkeliaran diaplikasi dana..dan mengambil saldo secara tiba2..sudah banyak korban yg diambil saldonya..tolong pihak dana secepat nya diperbaiki dan maling ya segera ditangkap,NEGATIVE
fazar noor,1,2024-01-26 09:30:12,Error terus login aja susah,NEGATIVE
RURI-CHAN!,1,2024-01-26 09:29:48,"Temen gua baru ngirim uang ke gua, tapi saldo dana gua ga nambah nambah sekalipun. Tolong banget ini mah ya, udah sering error begini. Gua harus ngapain min?",NEGATIVE
Surti Tedjo,4,2024-01-26 09:29:39,lumanyun,POSITIVE
Unan Kusnadi,1,2024-01-26 09:29:31,"🌟 1 dulu, Nex kalo 1jam lagi udh premium ku kasih 🌟 5. update ke premium nya berjam-jam, lama & susah banget",NEGATIVE
Ozi Kumpau,2,2024-01-26 09:28:16,"GANGGUAN .. fix koneksi lah.. padahal jaringan internet gua aman2 aja.. pas buka ni apk .. ""opps jaringan Internet anda bermasalah, silahkan ulang kembali beberapa saat kemudian""",NEGATIVE
Zamzami Lafaf21,1,2024-01-26 09:26:53,"busuk, loading nya lama, reload lama, bikin gak betah...",NEGATIVE
Haikal _.,5,2024-01-26 09:25:59,Luar biasa,POSITIVE
teppei oei,5,2024-01-26 09:25:37,pakai dana aman dan nyaman dgn transaksi yg mudah,POSITIVE
Mas amirull,4,2024-01-26 09:25:09,tranfer di tolak,NEUTRAL
Mingko Pakpahan,5,2024-01-26 09:24:32,sangat cocok untuk saya terima kasih,POSITIVE
Ahmad ahyani,1,2024-01-26 09:24:24,Woy babi kenapa ga bisa login dengan alasan jaringan. Padahal koneksi bagus makin lama makin tolol ini aplikasi,NEGATIVE
Tri Asih cikal,1,2024-01-26 09:23:56,Error terussssss,NEGATIVE
Abu Jafar Gaming,1,2024-01-26 09:23:39,Sekarang malah eror lebih parah lagi tidak bisa akses ke semua pembelian atau tarik saldo tidak bisa masuk!,NEGATIVE
Adinda Putri,4,2024-01-26 09:20:43,"Sekarang sering gangguan ya mau cek riwayat juga kadang gak bisa karena eror, tolong perbaiki kalo bisa untuk kenyamanan pengguna",NEGATIVE
Alfaksa widodo,1,2024-01-26 09:20:05,Lemotttt paraaaaaahhhhhhhhhhhh,NEUTRAL
Dani Anugerah,3,2024-01-26 09:18:49,Dani 40,POSITIVE
Elfa Nugraha,3,2024-01-26 09:18:02,Sering gangguan,POSITIVE
Sunandar Aja,1,2024-01-26 09:17:34,Udah gak ngotak dana sekarang login susah dikit dikit ada masalah lama lama gua copot apk nya.,NEGATIVE
Rohimat Cecep,4,2024-01-26 09:17:24,bagus sangat membantu,POSITIVE
El Pasha,5,2024-01-26 09:16:01,saya suka,POSITIVE
Ismi Dwijayanti,1,2024-01-26 09:15:33,min tolong kenapa dana saya ga masuk uangnya kenapa malah ga bisa login tolong kembaliin duit saya saya ga mau tau!,NEGATIVE
ᏬᎷᏋጀ'Ꮥ,5,2024-01-26 09:14:41,terima kasih telah memudahkan segala hal dan urusan kami😘😘😘,POSITIVE
Hendan Sudrajat,5,2024-01-26 09:11:53,Godd,NEGATIVE
dodong sansan,5,2024-01-26 09:10:57,sangat bagus,POSITIVE
Toni halomgula,5,2024-01-26 09:10:37,Ok,POSITIVE
sniper zonk,1,2024-01-26 09:08:08,"Mau login gimana sekarang ko susah,.. peripikasinya jadi susah??",NEGATIVE
Defara Rindi,4,2024-01-26 09:07:26,good,NEGATIVE
Wasman Priyanto,3,2024-01-26 09:05:51,"Awal nya enak karena bisa nyimpan uang, tapi sekarang sering ke hilangan uang di dana. Mohon untuk di bantu masalah ini . Karena pengguna bukan 2 / 1 orang tpi sudah banyak terima kasih",NEGATIVE
TIADIN OFFICIAL,1,2024-01-26 09:04:47,Hari ini dana saya ada yang nyadap di kaitkan dengan pembayaran aplikasi bukalapak dan tidak ada tanggung jawab dari pihak dana,NEUTRAL
opik Hihah,5,2024-01-26 09:04:31,eror,NEGATIVE
EdDy MutakHir,1,2024-01-26 09:04:16,"Sering error dana ga bisa login,error' lagi",NEGATIVE
Yozi Kurosaki,1,2024-01-26 09:03:31,"di riwayat transaki saldo masuk,tapi di dompet ga ada. makin parah ni dana",NEGATIVE
safira fira,1,2024-01-26 09:01:25,Susah masuk... Sering gangguan,NEGATIVE
Vhyb be,1,2024-01-26 09:01:17,jaringan bermasalah apk lawak,NEGATIVE
Sadam Alfatih,1,2024-01-26 09:01:14,Disuruh update tapi gagal terus😕,NEGATIVE
Mukhammdad SatrioR,5,2024-01-26 08:59:55,sangat bagus,POSITIVE
Kang Uta,5,2024-01-26 08:59:53,mamatap xxx xxx josss,NEUTRAL
Heri Ijal,5,2024-01-26 08:58:50,Simpel,POSITIVE
Bayu Chandra,1,2024-01-26 08:58:25,Bad aplikasi tingkat keamanan rendah uang selalu hilang dengan pembayaran otomatis padahal kita tidak pernah melakukan transaksi,NEGATIVE
Nandi Hidayat,4,2024-01-26 08:55:54,Saya isi saldo dari bank nya berhasil tapi dari dana nya belum kenapa ya,NEUTRAL
setiawan jr,1,2024-01-26 08:55:03,"Bukan koneksi gua yang bermasalah, tp aplikasi lo aja yang lemot",NEGATIVE
widja antonio,1,2024-01-26 08:54:42,"error terus di saat orang butuh tarik uang, mempersulit gaakan lagi naro uang di dana, aplikasi gajelas",NEGATIVE
Dendi Faisal,1,2024-01-26 08:54:41,"Dari kemarin disuruh upgrade ke dana premium sampai sekarang ga bisa juga , padahal data sudah lengkap, tolonglah gimana solusinya saya mau tarik tunai kenapa ga jelas begini aplikasinya",NEGATIVE
Mus Wahyu,5,2024-01-26 08:53:08,sangat membantu sekali,POSITIVE
Oppo A37,2,2024-01-26 08:52:20,Kenalkan saya syarifuddin,NEUTRAL
dery lesmana,1,2024-01-26 08:51:35,saldo saya tiba2 gk ada knp,NEUTRAL
Ajep Ajep,5,2024-01-26 08:49:51,Ok,POSITIVE
Ilham Shiddeq,1,2024-01-26 08:48:19,Apk nih gajelas banget tiba tiba suka eror gajelas banget dahh,NEGATIVE
Nurdiansyah,5,2024-01-26 08:47:57,bagus,POSITIVE
asep jajang nurjaman,5,2024-01-26 08:45:57,ok,NEGATIVE
Cing Kojay,5,2024-01-26 08:42:42,🙂,POSITIVE
Rinaldy101 Aisah,5,2024-01-26 08:42:23,madep,NEGATIVE
Farid Hasan,5,2024-01-26 08:41:21,kerja bagus,POSITIVE
ciu yun,1,2024-01-26 08:41:13,Saya mau beli pulsa kenapa gak bisa ya?,NEGATIVE
mika palsix,5,2024-01-26 08:40:36,Terbaik,POSITIVE
Herma Hermaupen,5,2024-01-26 08:38:00,bik sekali,NEGATIVE
Rizal Puad r,5,2024-01-26 08:37:35,sae pisan euy,NEUTRAL
Kus wandini,5,2024-01-26 08:36:50,enak cepat,POSITIVE
Asti Apriliani,1,2024-01-26 08:35:28,"Saya transfer ga masuk2 ke tujuan tpi saldo udah terpotong, udah pengaduan tapi gaada solusinyaa",NEGATIVE
Nurul PLN187,5,2024-01-26 08:32:13,bagus cepet,POSITIVE
Imas Rohimah,1,2024-01-26 08:32:09,Mau transfer susah banget kenapa,NEGATIVE
Isa Ramdan,5,2024-01-26 08:31:52,bagus,POSITIVE
Nuski Hikmawan,5,2024-01-26 08:30:41,Mantappp,POSITIVE
Inaya Nabila,2,2024-01-26 08:25:40,"Niat mau ngendepein saldo di dana buat tabungan, malah ada modus penipuan akun dibekuin karena ada transaksi tidak wajar? Ngeriii... perbaikin lg dong sistem keamaannya!! Duit berharga dapetinnya susah, apalagi yg nominalnya besar.",NEGATIVE
Lina Duha,2,2024-01-26 08:21:24,Kenapa tidak bisa konfrensi wajah Mohon di bantu lah Soalnya kartu saya hilang tolong di bantu,NEGATIVE
Lili Suryani zhang,5,2024-01-26 08:16:59,mantap,POSITIVE
Fauzan Rizki maulana,5,2024-01-26 08:16:33,Bagussss bangettttt,POSITIVE
Muhammad Albifarizqi,5,2024-01-26 08:16:29,sangat membantu,POSITIVE
Sentot Ali topan,1,2024-01-26 08:16:13,Daftar dana kok susah udah Poto KTP KK wajah pula tp blom sempurna alamat lengkap tp msh di suruh afgret lagi,NEGATIVE
Abdulmulkun Abdulmulkun,5,2024-01-26 08:16:07,Keren baru bisa upgred,NEUTRAL
Minnie Riz,5,2024-01-26 08:15:29,bagus,POSITIVE
Vikri Lukman Maulana,5,2024-01-26 08:14:58,sukses selalu,POSITIVE
Acen Tan,5,2024-01-26 08:14:49,sangat membantu sekali,POSITIVE
iyus kh,5,2024-01-26 08:14:36,lemot,NEGATIVE
Riduan Duan,5,2024-01-26 08:14:24,baik,POSITIVE
Yanto Supriatna,4,2024-01-26 08:12:44,Cek in hariannya berkurang yang tadinya Rp 100 jadi Rp 50 per 2 hari. 1 minggu jadi Rp. 100 yang harusnyan Rp. 1.212 per 12 hari,NEGATIVE
Muhammad Zuliandi,1,2024-01-26 08:12:34,Setiap top up 500 di potong. Pindah ke ovo aja aplikasi tolol,NEUTRAL
Taupik Opik,5,2024-01-26 08:11:58,semuda mudah dengan apl DANA,POSITIVE
Akagami noShanks,1,2024-01-26 08:09:47,"ini dana gimana sih mau login aja di persulit mana lagi perlu duit verifikasi di susahin biasanya verifikasi masuk ke wa, ini ngga mana ngga ada notif sama sekali, kalo ada bintang 0 saya kasi bintang 0 dah ini dana",NEGATIVE
Natalia Angelina Destyaningrum,1,2024-01-26 08:09:25,"Dah upgrade ke premium bisa, ada pemberitahuan gagal lagi, niat buat verifikasi atau tidak?? Upgrade ke premium dipersulit, mengecewakan. Sekarang buat login malah gak bisa, unistall aja.",NEGATIVE
Rina Hia,5,2024-01-26 08:08:05,mantap,POSITIVE
Asrofah Muhamad,5,2024-01-26 08:06:40,Sangat Membantu,POSITIVE
Aa Sarwan,4,2024-01-26 08:05:52,puas dengan pelayanan berbayar,POSITIVE
Nur anisa,2,2024-01-26 08:05:11,"Aplikasinya makin gajelas,gangguan mulu lagi urgen juga bisa2nya gangguan mulu tiap hati",NEGATIVE
Adipapa Edon,1,2024-01-26 08:04:47,"Sangat kecewa, update ke premium saja di persulit. Chat bantuan di suruh kirim foto ktp, kartu keluarga dan lain-lain tapi selalu gagal....payah😔",NEGATIVE
AN Low Office,5,2024-01-26 08:04:18,mantap,POSITIVE
Solihin,5,2024-01-26 08:03:45,baik,POSITIVE
Denny Hardika Putra,5,2024-01-26 08:03:25,Aplikasi Keren Patut diacungi jempol 🖕,NEUTRAL
Khosidah,5,2024-01-26 08:02:08,mantap,POSITIVE
Muhidin Fals,5,2024-01-26 07:55:26,emang ada dana paylater?,NEGATIVE
Suliwa Gejrot,5,2024-01-26 07:55:20,Jos,POSITIVE
Fadlel El irsyami,4,2024-01-26 07:54:57,baik,POSITIVE
Ahmad Rohman,5,2024-01-26 07:52:21,bagus,POSITIVE
Kolod Jore,5,2024-01-26 07:51:17,sangat puas,POSITIVE
Seved Dead,5,2024-01-26 07:50:26,Tolong Aku DANA saya tidak biasa di gunakan,NEUTRAL
Andrii Ucink,1,2024-01-26 07:48:32,"akun saya dibobol orang tapi pelayanan pihak dana busuk sekali ,malah bot terus yg bales ... kalo gk mampu mengatasi jangan bikin aplikasi lah ampas ,udah hampir 5 tahun belum selesai masalah yg 1 ,ini ada masalah baru malah cuek² aja babi",NEGATIVE
Iqbal Dwi Abdulah,1,2024-01-26 07:47:50,Login aja gk bisa gmna nih,NEUTRAL
Lizawati Amz,5,2024-01-26 07:47:02,sangat BERMANFAAT buat kami,POSITIVE
Muhamad Subkhi,1,2024-01-26 07:44:03,"Aplikasi Dana mudah banget dibobol hacker, saya dikirim link, saldo saya ludes...",NEGATIVE
Taufik hidayat Taufik,5,2024-01-26 07:43:34,Aanagant puas,POSITIVE
Rizal Patma,1,2024-01-26 07:42:40,Kenapa saya mau masuk akun dana saya ga bisa,NEGATIVE
HMW AS,5,2024-01-26 07:42:20,cukup bagus dan cukup membantu,POSITIVE
Rudi Ansyah,3,2024-01-26 07:41:27,ok,NEGATIVE
Dika (TEYENK),5,2024-01-26 07:39:31,praktis dan mudah sangat membantu,POSITIVE
Aep bodaek_band3l,2,2024-01-26 07:37:12,tar d kasih bintang lagi setelah 3 bulan,POSITIVE
Dzaki,5,2024-01-26 07:37:08,mantap,POSITIVE
Yung Ciung,5,2024-01-26 07:36:32,Mantap sekali,POSITIVE
ASB PEDULI,3,2024-01-26 07:36:23,Akun saya di retas seseorang dan orang tersebut mengambil saldo saya. saya sudah bikin laporan di aplikasi namun tidak ada tindak lanjutan dari dana,NEUTRAL
Putri Aulia,1,2024-01-26 07:36:16,Masa saya pake dana udah toup no nya bener di dana nya ga ada uang nyaaa,NEGATIVE
Ita Yusnita,1,2024-01-26 07:33:22,"Saya transfer saldo 70ribu malah ngga masuk , hemm jadi saldo saya kemana dong masuknya 😪",NEGATIVE
Wahyu Zaqy,1,2024-01-26 07:31:25,"Apk gabermutu, dihh banget",NEGATIVE
Doman Hulu,5,2024-01-26 07:29:38,good men,POSITIVE
Sadelih Adimn,5,2024-01-26 07:29:16,dana sangat membantu dalam transaksi apa pun cukup baik,POSITIVE
Nova Lestari,5,2024-01-26 07:28:40,sangat membantu,POSITIVE
SANGGUL MANALU,5,2024-01-26 07:28:10,"dompet digital sangat recomendasi membantu user dikalangan bisnis kerja,,terima kasih form DANA & KERABAT KERJA &:KK ASISTEN DIANA🌟🌟🌟🌟🌟 ,,SMOGA SEHAT2 SLLU AKTIFITAS YG BAIK BAGI SAYA😅🙏🙏🙏🙏",POSITIVE
Kiku 2,1,2024-01-26 07:26:56,"Login ke apk nya susah untuk yang verifikasi lewat notifikasi, padahal device nya masih sama",NEGATIVE
Ria Ningsih,5,2024-01-26 07:24:20,Bagaimana caranya ke dana premium,NEUTRAL
Masnur Nur,3,2024-01-26 07:23:12,bagus,POSITIVE
Teuku Ikram,5,2024-01-26 07:22:51,kerennn,POSITIVE
Winni aprilian,4,2024-01-26 07:20:31,aplikasinya sangat membantu,POSITIVE
syaifur rohman,5,2024-01-26 07:19:51,jossss,POSITIVE
Nuyul 3day,1,2024-01-26 07:19:22,Susah apk berat,NEGATIVE
M. Nurfatha,5,2024-01-26 07:18:50,Mantap,POSITIVE
Cherley Leuna,1,2024-01-26 07:18:37,Ribet pakenya udah isi saldo malah tidak ada udah minta bantuan Diana sampe jam ini itu sama aja,NEGATIVE
Tuselak- Marong,5,2024-01-26 07:17:27,Coba dulu,NEGATIVE
ratu Walde,5,2024-01-26 07:14:01,aplikasinya mudah di paham dan muda bertransaksi,POSITIVE
M Didi,1,2024-01-26 07:13:51,Kok akun saya dibekukan. Saya gak ngerti tolong urus akun saya agar bisa digunakan kembali,NEGATIVE
Dermawan Iwansound,5,2024-01-26 07:13:49,Good ⭐⭐⭐⭐⭐,NEUTRAL
Zhoya CINDYA,5,2024-01-26 07:12:35,Bagus,POSITIVE
Darma Yudha,4,2024-01-26 07:07:20,oke,POSITIVE
Dwi wahyumulyani Dwi,1,2024-01-26 07:07:14,Sekarang udah ada yang bisa bobol dana kakak ku 550 hilang gatau kemana siap yang ambil temen ku juga sama 200 hilang ntah gimana uang segitu hilang mau ganti siapa yang suruh ganti uang segitu balas Don min admin,NEGATIVE
Kopi Susu,1,2024-01-26 07:06:34,Ko aneh pas mau buka apk dana mental terus??? Tolong perbaiki lagi,NEGATIVE
Dadang Setiady,3,2024-01-26 07:05:40,"Mau ganti nomor telepon karena mati/hangus , coba menghubungi live chat tapi diarahkan utk menghubungi customer care DANA melalui email terkait perubahan nomor telepon dan utk melengkapi data-data tsb. Namun sdh satu minggu lebih terkait laporan yg disampaikan blm ada balasan dari pihak DANA care. Mohon penjelasannya, tks.",NEUTRAL
